微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
东南气象爱好者,08月17日 21:59,//weibo.com/7576694766/M1uYvm9N6?refer_flag=1001030103_,?重庆涪陵疑似发生山火?据网传消息，重庆涪陵今晚疑似发生山火，疑似有2～3处起火点，周围有居民区 #重庆山火# ?,yellow,1,38,39
Psc-7mar,08月17日 21:57,//weibo.com/7531535093/M1uXSDrgS?refer_flag=1001030103_,重庆你能不能下雨啊 起山火了???????????? ?,yellow,0,0,0
寒月在,08月17日 21:55,//weibo.com/7187840514/M1uWUC8rj?refer_flag=1001030103_,#四川重庆霸榜凌晨全国高温前十#涪陵今天晚上起了3处山火 ?,yellow,0,6,20
里神楽,08月17日 21:55,//weibo.com/1842706721/M1uWUB3ln?refer_flag=1001030103_,#重庆山火# #涪陵山火# woc据重庆粉丝说重庆涪陵这边城区附近发生了山火愿消防员们平平安安  L里神楽的微博视频 ?,gold,95,230,3734
LYO-会发光,08月17日 21:51,//weibo.com/2615874853/M1uVrFRu5?refer_flag=1001030103_,#涪陵山火#?#重庆山火# 所有人都要平平安安！别吹风了，下雨吧? ?,yellow,0,0,5
零度冰焰蔓蔓,08月17日 21:51,//weibo.com/6373483670/M1uVqcjHJ?refer_flag=1001030103_,拜托不要吹大风了，风好大，这山火难控制#涪陵山火# #四川重庆霸榜凌晨全国高温前十#  L零度冰焰蔓蔓的微博视频 ?,yellow,0,7,3
七叶summer,08月17日 21:50,//weibo.com/6346518797/M1uV6By9F?refer_flag=1001030103_,#四川重庆霸榜凌晨全国高温前十#重庆涪陵今天晚上燃起来了（指山火 ?,yellow,0,0,0
中国气象爱好者,08月17日 21:48,//weibo.com/1763864272/M1uUcdBoL?refer_flag=1001030103_,#重庆高温##重庆山火# 在连日极端高温的影响下，四川盆地发生森林火灾的风险非常高。今晚涪陵出现了山火，希望当地朋友注意安全。高温的灾害和危险不如暴雨、大风来得直接、来得快，川渝的朋友们也要保重身体，继续做好防暑降温的长久准备。 #重庆涪陵突发山火# ?,gold,114,273,1364
Linda呀0804,08月17日 21:48,//weibo.com/5335820238/M1uU61nUq?refer_flag=1001030103_,#四川重庆霸榜凌晨全国高温前十##四川重庆霸榜凌晨全国高温前十# 救命！涪陵有几处着火了消防员一定要平安啊???#涪陵山火# ?,yellow,0,0,0
小鞠的小灵儿,08月17日 21:46,//weibo.com/6178395201/M1uTg3bBu?refer_flag=1001030103_,#四川重庆霸榜凌晨全国高温前十#热到山都燃起来了能不能下场雨 #涪陵山火# ?,yellow,0,13,30
南气爱,08月17日 21:46,//weibo.com/5220725539/M1uTc9m8M?refer_flag=1001030103_,南气爱#重庆高温##涪陵山火# #重庆涪陵突发山火# 涪陵的山火从白天烧到晚上，据网传各方消息总结，目前至少有两处大的起火点，分别位于当地大梁山与北山坪。（如有补充希望各位能在评论中指正）对涪陵人来说，现在或许是非常恐怖的时刻，许多人正身处自家阳台、自家院坝，关注着今天的山火。祝火灾能尽快扑灭，另祝救灾人员能够平安归来！ 收起d,yellow,2,4,31
C洋葱炒肉不要肉,08月17日 21:38,//weibo.com/5235764428/M1uPXgxcY?refer_flag=1001030103_,#涪陵##重庆#重庆三处山火！！！晚上这么热愿消防员平安 ?,yellow,0,18,10
_好聪明啊我这个脑壳,08月17日 21:34,//weibo.com/3987327301/M1uOBBOEJ?refer_flag=1001030103_,#重庆山火#消防员平安！！涪陵平安！！ ?,yellow,0,0,0
是榆木先森呢,08月17日 21:32,//weibo.com/5206173582/M1uNA40ch?refer_flag=1001030103_,#涪陵山火# 重庆涪陵北山坪山火希望救援的消防人员平安，希望涉事人员都平安涪陵一直是一个福地，希望我们的江城加油 2重庆·两江广场 ?,yellow,0,9,36
户222小朋友,08月17日 21:32,//weibo.com/6517211055/M1uNv2AMp?refer_flag=1001030103_,#涪陵##涪陵山火##重庆山火# 希望火快点灭了   消防员没事  希望一切平安???? ?,yellow,0,1,0
拉着困困跑,08月17日 21:25,//weibo.com/7377609375/M1uKHjIR3?refer_flag=1001030103_,#重庆涪陵#山火真的好恐怖?消防员注意安全啊? #涪陵山火# 一定要平安归来 一定要平安归来 一定要平安归来??? ?,yellow,0,2,12
量贩小可爱,08月17日 21:19,//weibo.com/1787569307/M1uIv5qQd?refer_flag=1001030103_,重庆已经得起了几次山火了，望平安? ?,yellow,0,0,0
Summer_夏末七七,08月17日 21:13,//weibo.com/5186762536/M1uFQfByF?refer_flag=1001030103_,#重庆未来10天气温或冲44度# 涪陵对面的北山平又起火了消防官兵们都搞不赢了，两处山火，火都还不小，望平安。 LSummer_夏末七七的微博视频 ?,yellow,1,0,8
羙怜,08月17日 21:10,//weibo.com/5716167396/M1uEChYIH?refer_flag=1001030103_,重庆四川都发生了山火。 ?,yellow,0,3,2
亲昵八月,08月17日 21:04,//weibo.com/1879979860/M1uC8Ct74?refer_flag=1001030103_,重庆涪陵今天两起山火，第一起在下午45点，第二起在晚上8点多。太可怕了，涪陵的消防官兵不够用了 L亲昵八月的微博视频 ?,yellow,0,0,8
雨声绵绵v8,08月17日 22:59,//weibo.com/7480957364/M1vn9C13U?refer_flag=1001030103_,分享网易视频《市民实拍重庆涪陵山火现场 火光染红半边天》 O市民实拍重庆涪陵山火现场 火光染红半边天 来自@网易新闻客户端 #网易新闻# ?,yellow,0,0,0
华灼arwen,08月17日 22:59,//weibo.com/2952358922/M1vn93Ven?refer_flag=1001030103_,#重庆涪陵突发山火#所有人平安 ?,yellow,0,0,0
星碎春烟痕,08月17日 22:59,//weibo.com/6605632696/M1vn6kTMM?refer_flag=1001030103_,#重庆涪陵突发山火#平平安安 ?,yellow,0,0,0
西希宿管委,08月17日 22:59,//weibo.com/6073769313/M1vn68MU3?refer_flag=1001030103_,西希杂谈【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ???（via:@人民日报 ） ?,yellow,0,0,0
烟台日报传媒集团,08月17日 22:59,//weibo.com/5542843172/M1vn3qTZs?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（总台记者伍黎明 杨洋） ???,blue,0,0,0
重庆探城记,08月17日 22:59,//weibo.com/2170729034/M1vn2cJN3?refer_flag=1001030103_,愿平安???#涪陵山火#重庆 L重庆探城记的微博视频 2重庆 ?,yellow,2,0,6
希颂慕曦,08月17日 22:59,//weibo.com/6166501523/M1vn15dAY?refer_flag=1001030103_,#涪陵山火#最近重庆区县着了好几次火了 ?,yellow,0,0,0
花遇沧海,08月17日 22:59,//weibo.com/6768551961/M1vmZCxAq?refer_flag=1001030103_,#涪陵山火#平安平安???重庆今年真的好热 ?,yellow,0,1,0
刺猬长胖了,08月17日 22:59,//weibo.com/5492355162/M1vmZkWK1?refer_flag=1001030103_,#涪陵山火#希望平安，重庆真的太热了，快点下雨吧 ?,yellow,0,0,0
R澍欲靜而瘋不止R,08月17日 22:59,//weibo.com/5734728855/M1vmV8mTN?refer_flag=1001030103_,#涪陵山火#愿平安，重庆需要一场比较大的雨 ?,yellow,0,0,0
倦鸟归林xxx,08月17日 22:59,//weibo.com/7156939303/M1vmTkO2J?refer_flag=1001030103_,#重庆涪陵突发山火#真想借一把铁扇公主的芭蕉扇，全扇灭它们希望兵哥哥们一定要平安归来！！！ ?,yellow,0,0,0
一路考研2023,08月17日 22:59,//weibo.com/3258495395/M1vmTpd1d?refer_flag=1001030103_,愿平安！重庆涪陵突发山火8月17日晚，涪陵长江北岸的北山坪突发山火，后续情况正在了解中。#涪陵山火# ?,yellow,0,0,0
施鸾渊,08月17日 22:59,//weibo.com/7598048282/M1vmR4DXp?refer_flag=1001030103_,愿家乡安然无恙，愿工作人员平安归来#涪陵山火##重庆涪陵# 2重庆 ?,yellow,0,0,1
从宇宙黑洞飞出火凤凰,08月17日 22:59,//weibo.com/5586933121/M1vmPi9Wk?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。  L人民日报的微博视频 ???,yellow,0,0,2
狙击少女jx,08月17日 22:58,//weibo.com/7426520686/M1vmLpnY9?refer_flag=1001030103_,#涪陵山火#重庆本来就没水了，还发生山火，求求老天保佑下一场大雨吧！ ?,yellow,0,0,0
可楽126-,08月17日 22:58,//weibo.com/5714759935/M1vmHf22X?refer_flag=1001030103_,#重庆涪陵突发山火#woc 赶紧下点雨降降温吧重庆真的太热了。??????平安无事L寰亚SYHP的微博视频 ?,yellow,0,0,0
承包笑点,08月17日 22:58,//weibo.com/5809057042/M1vmGEusH?refer_flag=1001030103_,重庆涪陵大梁山和北山坪发生山火，火光映红失火山坡。 #涪陵山火#L承包笑点的微博视频 ?,yellow,3,1,10
东坡微健康,08月17日 22:58,//weibo.com/3669004851/M1vmEjUOO?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】记者从重庆涪陵市民获悉，8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。救援注意安全?（人民日报记者刘新吾）  L人民日报的微博视频 ?,blue,0,0,1
四川观察新闻眼,08月17日 22:58,//weibo.com/6524697382/M1vmE2kqy?refer_flag=1001030103_,【暖心！#平安归来刷屏涪陵消防评论区# 】8月17日晚，涪陵北山坪突发山火，牵动了无数网友的心，众多网友在@涪陵消防119 下方留言，表达关切：请一定要平安归来！#重庆涪陵山火最新情况# ???,blue,0,0,2
四川电视台新闻现场,08月17日 22:58,//weibo.com/1718950972/M1vmE2k3D?refer_flag=1001030103_,【暖心！#平安归来刷屏涪陵消防评论区# 】8月17日晚，涪陵北山坪突发山火，牵动了无数网友的心，众多网友在@涪陵消防119 下方留言，表达关切：请一定要平安归来！#重庆涪陵山火最新情况# ???,blue,0,1,0
四川观察在现场,08月17日 22:58,//weibo.com/6524697383/M1vmDqGkT?refer_flag=1001030103_,【暖心！#平安归来刷屏涪陵消防评论区# 】8月17日晚，涪陵北山坪突发山火，牵动了无数网友的心，众多网友在@涪陵消防119 下方留言，表达关切：请一定要平安归来！#重庆涪陵山火最新情况# ???,blue,0,0,1
四川观察新视线,08月17日 22:58,//weibo.com/6524418706/M1vmDnnYx?refer_flag=1001030103_,【暖心！#平安归来刷屏涪陵消防评论区# 】8月17日晚，涪陵北山坪突发山火，牵动了无数网友的心，众多网友在@涪陵消防119 下方留言，表达关切：请一定要平安归来！#重庆涪陵山火最新情况# ???,blue,0,0,0
颖味奶源,08月17日 22:58,//weibo.com/7385179923/M1vmAdY5Z?refer_flag=1001030103_,#涪陵山火#我在重庆荣昌愿所有人平平安安！ ?,yellow,0,0,1
重回大唐爱,08月17日 22:58,//weibo.com/1956974314/M1vmvqT4Z?refer_flag=1001030103_,揪心#涪陵山火##重庆涪陵突发山火#本来就高温、干旱！再着山火，可怎么受呀?祈祷平安吧！????? ?,gold,11,2,4
抱月听风清,08月17日 22:58,//weibo.com/2646562124/M1vmsaTcv?refer_flag=1001030103_,#涪陵山火#求求了，救火人员一定要平安啊。重庆实在是太热了，大家一定要注意用电用气安全 ?,yellow,0,0,1
疯狂大象,08月17日 22:58,//weibo.com/1762152361/M1vmrkUEd?refer_flag=1001030103_,【愿平安！#重庆涪陵突发山火#】8月17日晚，涪陵北山坪突发山火，后续情况正在了解中。（人民日报记者刘新吾）  L人民日报的微博视频 ?,gold,2,0,0
曰勿三,08月17日 22:58,//weibo.com/7276952100/M1vmpeDVt?refer_flag=1001030103_,#重庆涪陵突发山火#下一场大雨吧！！ ?,yellow,0,0,1
GG-Pink,08月17日 22:57,//weibo.com/1675429862/M1vmmjwYt?refer_flag=1001030103_,#重庆涪陵突发山火#一定要没事啊，最近天气热真的好容易发生火灾前 ?,yellow,0,0,1
老干妈ooo,08月17日 22:57,//weibo.com/5233222275/M1vmm31LL?refer_flag=1001030103_,#重庆涪陵突发山火#今年这天实在是太热了！希望山火赶紧熄灭???消防员们平安??? ?,yellow,0,0,1
风唯1991,08月17日 22:57,//weibo.com/1931159717/M1vmjEViz?refer_flag=1001030103_,#重庆涪陵突发山火#消防员都平安。山火早点扑灭。 ?,yellow,0,0,0
我儿子是金瓜,08月17日 22:57,//weibo.com/7508469021/M1vmjk0BJ?refer_flag=1001030103_,#重庆涪陵突发山火#注意安全?????? ?,yellow,0,0,0
我儿子是金瓜,08月17日 22:57,//weibo.com/7508469021/M1vmg2V8r?refer_flag=1001030103_,#重庆涪陵突发山火#平平安安 ?,yellow,0,0,0
海胆的心很柔软,08月17日 22:57,//weibo.com/7765544088/M1vmd5AAx?refer_flag=1001030103_,#重庆涪陵突发山火#天呐消防员们还要穿厚重的防护，高危救火你们一定要都平安回来 ?,yellow,0,0,1
太原晚报,08月17日 22:57,//weibo.com/1865504713/M1vmb708y?refer_flag=1001030103_,#涪陵山火#【#重庆涪陵山火仍在扑救中# 愿平安！】今天下午，重庆市涪陵区城区周边发生山火。重庆市消防救援总队表示，目前山火仍在扑救过程中，暂无人员伤亡。持续关注，愿平安！（央视新闻）  L极目新闻的微博视频 ???,blue,0,0,1
