,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数
4622,郴州中院,2022年08月22日 10:39,//weibo.com/3776183674/M2bF7AIRS?refer_flag=1001030103_,【#重庆多地发生山林火灾#】据重庆市委宣传部消息，8月18日以来，由于持续高温干旱，重庆江津、大足、铜梁、巴南等区先后发生山林火灾，经市区两级全力扑救，目前火势可控，无人员伤亡。#重庆山火##重庆北碚区发生山火#火灾发生后，重庆迅速启动市区应急预案，共调集5000余名市区两级应急局专业救援队、森林消防、武警部队、消防救援及当地干部群众全力灭火，重庆市应急局航空救援总队投入7架直升机开展空中灭火，共转移群众540户1500余人，目前，各处山火得到有力压制，暂无人员伤亡。（央视新闻客户端） 收起d,blue,0,0,0
4623,ReemloveMessi,2022年08月22日 10:39,//weibo.com/6385245847/M2bF71wyC?refer_flag=1001030103_,#重庆山火#🙏🙏🙏🙏🙏 2重庆 ​,ip,0,0,0
4624,-玫瑰薯片cu-,2022年08月22日 10:39,//weibo.com/7679295919/M2bF6qZhy?refer_flag=1001030103_,#重庆山火#唯一的心愿就是下一场暴雨了 ​,ip,0,0,0
4625,上饶消防,2022年08月22日 10:39,//weibo.com/2543453440/M2bF6qYuD?refer_flag=1001030103_,上饶消防 #重庆山火#  【遇到森林大火该如何逃生】森林火灾带来的危害是毁灭性的。如果遇到森林火灾，我们应该怎么逃生呢？#应急科普# L上饶消防的微博视频 ​,blue,1,3,3
4626,绥化检察,2022年08月22日 10:39,//weibo.com/5582175353/M2bF67bUN?refer_flag=1001030103_,#重庆山火#【#突遇森林火灾逃生自救指南#】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。天干物燥，森林火险等级高，森林防火形势严峻。森林火灾突发性强、破坏性大，扑救极为困难，可能造成惨重的人员伤亡和财产损失。一旦遇到森林火灾，如何正确处置、安全逃生？戳视频学习↓  via.人民日报、央视一套 L央视一套的微博视频 收起d,blue,0,0,0
4627,甜润慕斯蛋糕,2022年08月22日 10:39,//weibo.com/7722831795/M2bF2BwTp?refer_flag=1001030103_,#重庆山火# 愿平安 ​,None,0,0,0
4628,一只咸咸咸咸的咸鱼,2022年08月22日 10:39,//weibo.com/7650380829/M2bF0eKuu?refer_flag=1001030103_,#重庆已组织1500余人扑救巴南山火#扑救人员安全第一🙏 ​,None,0,0,2
4629,巴南消防,2022年08月22日 10:39,//weibo.com/5382052569/M2bEZmCBF?refer_flag=1001030103_,【森林防火“九不”！】秋季天干物燥，森林防火形势严峻。一个烟头、一个疏忽……都有可能造成一片森林的毁灭！牢记九“不”，从点滴做起，让火灾远离森林！#重庆山火##重庆已组织1500余人扑救巴南山火##贵州赤水山火##重庆北碚区发生山火# ​​​,blue,0,0,1
4630,央广网汽车,2022年08月22日 10:39,//weibo.com/3349909324/M2bEZ3VrB?refer_flag=1001030103_,#重庆山火#【#警惕野外烧烤引发山火#】最近天气干燥，一个疏忽，一点火星，就可能引发山火。如果在野外突遇山火，哪怕是专业的救火队员，都难以预料险情如何发展。面对危险，想要成功逃生，关键是要想办法逃开高危环境、迅速避险……戳视频学习↓↓↓ #全民应急# L国家应急广播的微博视频 ​,blue,2,0,3
4631,漾姐姐1121,2022年08月22日 10:39,//weibo.com/6137432345/M2bEW5v7O?refer_flag=1001030103_,#重庆山火#快下一场大雨吧，感觉重庆都被山火🔥包围了 ​,yellow,0,0,0
4632,郴州中院,2022年08月22日 10:38,//weibo.com/3776183674/M2bEU1qen?refer_flag=1001030103_,【#重庆巴南山火仍在扑救中# 周边居民已转移安置】8月22日，@新京报我们视频 从重庆巴南区应急局获悉，截至8时许，界石镇新玉村山火仍在扑救中。据巴南区官方21日23时许通报，21日17时许，界石镇新玉村所辖山林发生火灾，事发后#重庆已组织1500余人扑救巴南山火#。周边居民已转移安置，暂无人员伤亡。过火面积和起火原因正在调查中。#重庆山火#（记者：傅应林 运营：刘莹 马冉 制作：李东旭） L新京报我们视频的微博视频 收起d,blue,0,0,0
4633,眉眼弯弯笑弯了腰,2022年08月22日 10:38,//weibo.com/7761709501/M2bETucfT?refer_flag=1001030103_,#重庆已组织1500余人扑救巴南山火#希望早点扑灭！一切平安！ ​,None,0,0,0
4634,象山检察,2022年08月22日 10:38,//weibo.com/3379498974/M2bERq76h?refer_flag=1001030103_,#重庆北碚区发生山火# 【《森林防火十不要》】林区树木众多，聚集了大量可燃物，遇明火极易引发火灾。尤其是正值夏季高温，天干物燥，我们更需要提高森林防火意识，严防森林火灾发生。进入林区，千万不能做这十件事！戳视频了解↓ ↓#四川泸州突发山火# L应急管理部的微博视频 ​​​,blue,1,15,6
4635,玫瑰少年阿俊,2022年08月22日 10:38,//weibo.com/6605440767/M2bEPjPOD?refer_flag=1001030103_,#重庆山火#现在怎么样了 还好吗 ​,yellow,0,0,0
4636,新城法院,2022年08月22日 10:38,//weibo.com/3877456382/M2bEObbz4?refer_flag=1001030103_,【#巴南山火市民凌晨接力搬捐赠物资#：都是自发的 很齐心】8月22日，重庆，巴南界石火灾紧急扑救中，许多市民参与到志愿者活动中，捐献物资并自发转运。市民张女士表示，当时山上火太大，物资只能用摩托车分批次转运上去。现场有很多志愿者，大家都非常齐心，一说这个地方有十几箱水，大家都自发上来搬运，都是爱心人士自发组织。现场非常炎热，真的觉得大家都很不容易。@沸点正能量 L沸点正能量的微博视频 收起d,blue,0,0,0
4637,郴州中院,2022年08月22日 10:38,//weibo.com/3776183674/M2bENwg21?refer_flag=1001030103_,#重庆山火#【#重庆北碚区发生山火#】记者获悉，21日，重庆北碚区缙云山发生山火。后续情况正在了解中。（刘新吾、陈湘壹）L人民日报的微博视频 ​,blue,0,0,0
4638,7777777鹿学长,2022年08月22日 10:38,//weibo.com/6313894789/M2bEMnCE9?refer_flag=1001030103_,#重庆山火#把广东的雨匀一点过去🙏🙏🙏 ​,None,0,0,0
4639,阿雷ii,2022年08月22日 10:38,//weibo.com/2122854191/M2bELcMNN?refer_flag=1001030103_,#重庆山火#重庆这个夏天真的太难了连晴高温不下 飙升四十四 五度  近期又是各地山火  赶紧来场及时雨吧辛苦救援人员了  所有人都平安归来 ​,None,0,0,0
4640,社长de晨翼尖,2022年08月22日 10:38,//weibo.com/1899957437/M2bEJDvhG?refer_flag=1001030103_,石家庄是#石家庄暴雨# ，重庆是#重庆山火# 和疫情，还有旱情，四川是#四川电力供需紧张让电于民# 还有#四川泸州突发山火# ，江西是#鄱阳湖洞庭湖近一个月缩水66%# ，人们戏称江西变成工西省…还有海南、西藏、新疆、内蒙古的疫情…感觉没地方可以去#打卡中国# 了…缓一缓…大家都要挺住… ​,yellow,1,2,8
4641,满弋弋,2022年08月22日 10:38,//weibo.com/5643268660/M2bEHhOLz?refer_flag=1001030103_,重庆来场大雨吧看的太心疼人了#重庆山火# ​,yellow,0,0,0
4642,芬梨道上不分离,2022年08月22日 10:38,//weibo.com/7686123063/M2bEG70bD?refer_flag=1001030103_,#重庆山火#求一场及时雨 ​,ip,0,0,0
4643,破破烂烂的小胡,2022年08月22日 10:38,//weibo.com/7637952209/M2bEEC6Rq?refer_flag=1001030103_,#重庆山火#下雨吧 ​,None,0,0,1
4644,雾都看客,2022年08月22日 10:38,//weibo.com/6838257495/M2bECAe2K?refer_flag=1001030103_,#重庆山火#  山火   别！来！沾！边！ ​,None,0,2,0
4645,CN苏捷,2022年08月22日 10:38,//weibo.com/5841574022/M2bEAfFqC?refer_flag=1001030103_,#重庆山火#以此为戒，以后上山注意火源 ​,None,0,0,0
4646,52度潜水,2022年08月22日 10:38,//weibo.com/5484095737/M2bEydN9k?refer_flag=1001030103_,#重庆山火#愿早日解决 ​,yellow,0,0,0
4647,月明心茜111111,2022年08月22日 10:37,//weibo.com/5149252266/M2bEsALrk?refer_flag=1001030103_,#重庆山火#快点下雨吧 ​,None,0,0,3
4648,Gohome4,2022年08月22日 10:37,//weibo.com/7283248753/M2bErC1iS?refer_flag=1001030103_,#重庆山火#求给重庆下雨吧 ​,None,0,0,1
4649,桂阳法院,2022年08月22日 10:37,//weibo.com/3953646138/M2bEroOOH?refer_flag=1001030103_,#重庆山火#【#重庆已组织1500余人扑救巴南山火#】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。（人民日报记者刘新吾）L人民日报的微博视频 ​ 收起d,blue,0,6,6
4650,四川交警,2022年08月22日 10:37,//weibo.com/5889046080/M2bEqshan?refer_flag=1001030103_,【山火猛如虎 预防保平安】防范森林火灾不能掉以轻心，森林火灾“十不要”“五不烧”是哪些都清楚吗？森林火灾又该如何自救呢？下面这些森林防火知识要掌握。 ​#重庆山火# ​,blue,13,23,29
4651,云中月202010,2022年08月22日 10:37,//weibo.com/7511027133/M2bEpxVF4?refer_flag=1001030103_,#重庆山火#重庆加油 ​,None,0,0,0
4652,你不爱吃土豆吗,2022年08月22日 10:37,//weibo.com/5931879433/M2bEp0VPz?refer_flag=1001030103_,#重庆山火#太难了，希望抓紧过去，赶紧好起来 ​,ip,0,0,1
4653,青蕉视频,2022年08月22日 10:37,//weibo.com/5876448064/M2bEnch5K?refer_flag=1001030103_,【重庆市民为山火救援捐物资凌晨接力搬运：都是自发的，齐心保家园】8月21日17时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量2000余人紧急扑救，无人员伤亡，周边群众已转移安置。22日凌晨，当地市民踊跃报名当志愿者，捐献物资并自发转运。据张女士介绍，她和伙伴将物资送到救援现场，凌晨3点多才回家。”都很有序，都是自发的。山上火太大，部分救火人员只能分批次下来吃饭，然后再上去继续救火。“据其介绍，物资只能用摩托车转运上山，剩余物资集中存放在规定区域。“我们重庆人很齐心、热心，大家都是为了保护好自己的家园！”据@巴南发布 消息，目前扑火设施设备组织到位，专业救援力量集结到位，后勤保障准备到位，扑救工作正在有序开展。为保证山火扑救工作有序高效，请热心市民不要自行前往，以免增加山火扑救工作压力。#重庆山火# #重庆已组织1500余人扑救巴南山火# L青蕉视频的微博视频 收起d,blue,0,0,9
4654,大悟县检察院,2022年08月22日 10:37,//weibo.com/3944541806/M2bEmldL4?refer_flag=1001030103_,#重庆山火#【#突遇森林火灾逃生自救指南#】8月21日下午17:00时左右，重庆巴南区界石镇新玉村所辖山林发生火灾。市区两级迅速启动应急预案，现已组织应急力量1500余人紧急扑救。目前，无人员伤亡，周边群众已转移安置。过火面积和起火原因正在调查中。天干物燥，森林火险等级高，森林防火形势严峻。森林火灾突发性强、破坏性大，扑救极为困难，可能造成惨重的人员伤亡和财产损失。一旦遇到森林火灾，如何正确处置、安全逃生？戳视频学习↓  via.人民日报、央视一套 L央视一套的微博视频 收起d,blue,1,13,8
4655,小鹿Wink·,2022年08月22日 10:37,//weibo.com/5648913939/M2bEk2QDr?refer_flag=1001030103_,#重庆已组织1500余人扑救巴南山火#注意安全，平安扑灭山火 ​,yellow,0,0,0
4656,鱼潜茶夏,2022年08月22日 10:37,//weibo.com/6150150375/M2bEhDCU2?refer_flag=1001030103_,#重庆山火#多灾多难的一年 ​,ip,0,0,0
4657,FunkyAAGuy,2022年08月22日 10:37,//weibo.com/7733187959/M2bEhiIPT?refer_flag=1001030103_,#重庆山火# 希望大家都平安🙏 ​,None,0,0,0
4658,大护法有洪荒之力,2022年08月22日 10:37,//weibo.com/5895957791/M2bEgrGNq?refer_flag=1001030103_,#重庆山火##重庆已组织1500余人扑救巴南山火# 看到一张图片，瞬间泪目原来真的没有什么岁月静好，只是有人替我们负重前行一定要注意安全啊🙏🙏🙏 ​,yellow,11,13,258
4659,我为兰强举大旗_111,2022年08月22日 10:37,//weibo.com/7693366209/M2bEdeYwB?refer_flag=1001030103_,#重庆山火#🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 ​,None,0,0,0
4660,首映礼,2022年08月22日 10:37,//weibo.com/1911819074/M2bE7wscA?refer_flag=1001030103_,#官方辟谣重庆部分区域用电全停# 8月22日，重庆巴南山火市民凌晨接力搬捐赠物资：都是自发的，很齐心！ L首映礼的微博视频 ​,gold,0,0,0
4661,恋橙爱啵啵啊,2022年08月22日 10:37,//weibo.com/6982834494/M2bE6Fpye?refer_flag=1001030103_,#重庆山火#愿平安 ​,None,0,0,0
4662,一个橘子飞起来,2022年08月22日 10:36,//weibo.com/7738989832/M2bE3ppjo?refer_flag=1001030103_,#重庆已组织1500余人扑救巴南山火#  全部都要回来啊！ ​,None,0,0,0
4663,sdfj的专属id,2022年08月22日 10:36,//weibo.com/7045005474/M2bE2gLNK?refer_flag=1001030103_,#重庆山火# 最近的重庆真的好难 ​,ip,5,4,1
4664,小战家的炊事班,2022年08月22日 10:36,//weibo.com/7381590260/M2bDYaO0Z?refer_flag=1001030103_,#重庆山火#祈愿救火人员和山民平安，祈福重庆人民少灾少难。向所有参与救火的人员致敬#川渝人民要哭了#  L小战家的炊事班的微博视频 ​,yellow,0,1,2
4665,豪想喝丞汁-,2022年08月22日 10:36,//weibo.com/7659964121/M2bDY9HiX?refer_flag=1001030103_,#重庆山火#人工降雨不sing吗（我不懂就问问 别喷我） ​,None,0,11,15
4666,江起talk,2022年08月22日 10:36,//weibo.com/7522736596/M2bDV963G?refer_flag=1001030103_,#重庆山火#🙏🙏🙏 ​,None,0,0,0
4667,Lacey_Linxi,2022年08月22日 10:36,//weibo.com/3743934212/M2bDSbMjP?refer_flag=1001030103_,#重庆已组织1500余人扑救巴南山火#唉，看到这个，我心里揪心，只希望救援人员平平安安 ​,ip,0,0,0
4668,成都工业职业技术学院,2022年08月22日 10:36,//weibo.com/6056018069/M2bDRhqFN?refer_flag=1001030103_,#工职推荐#成都工业职业技术学院【森林防火“九不”！】#重庆山火#一个烟头、一个疏忽……都有可能造成一片森林的毁灭！牢记九“不”，从点滴做起，让火灾远离森林！  #重庆巴南区界石发生山火##四川泸州突发山火# ​来源：中国消防官方微博链接：O网页链接 ​,blue,0,0,0
4669,Liikew,2022年08月22日 10:36,//weibo.com/7639404157/M2bDQaZOQ?refer_flag=1001030103_,#重庆山火#我靠来场雨吧 ​,None,0,0,0
