,微博用户名,发布时间,微博链接,微博内容,认证标志,转发数,评论数,点赞数,
3594,河南广播电视台都市公益,08月23日 20:43,//weibo.com/2517697545/M2p2ChiRo?refer_flag=1001030103_,【#重庆北碚山火小伙自发骑摩托支援#：运送消防员、锯子上山】8月23日，在重庆北碚缙云山山火扑救现场，几名20多岁小伙自发骑摩托车协助灭火救援工作。其中一名#小伙回应和同伴骑摩托协助灭火#称，听说灭火工作需要帮助就约好一起来帮忙，因为山里挖了防火隔离带，一般车辆通行不便，只能骑摩托车运送消防员、锯子、水袋上山。他还称，有不少摩友得知后，也陆续赶来加入。#点赞逆行者#（记者：王艺 制作：史继鸿 运营：楚小静） L新京报我们视频的微博视频 收起d,blue,0,0,0,223
3595,河南都市频道公益现场,08月23日 20:42,//weibo.com/3606500587/M2p2z2oaz?refer_flag=1001030103_,【#重庆北碚山火小伙自发骑摩托支援#：运送消防员、锯子上山】8月23日，在重庆北碚缙云山山火扑救现场，几名20多岁小伙自发骑摩托车协助灭火救援工作。其中一名#小伙回应和同伴骑摩托协助灭火#称，听说灭火工作需要帮助就约好一起来帮忙，因为山里挖了防火隔离带，一般车辆通行不便，只能骑摩托车运送消防员、锯子、水袋上山。他还称，有不少摩友得知后，也陆续赶来加入。#点赞逆行者#（记者：王艺 制作：史继鸿 运营：楚小静） L新京报我们视频的微博视频 收起d,blue,0,0,0,223
3596,养猫大户啥都不想说_,08月23日 20:42,//weibo.com/2268383340/M2p2yafJ9?refer_flag=1001030103_,有些人的圈子小到跟蚂蚁一样还嚷嚷我没看见你就是捂嘴捂啥啊，我天天都能看到四川那边缺水缺电的新闻，有些人是没有眼睛还是没有脑子，还是两个都没有啊山火缺电干旱哪一个没报道，重庆嘉陵江干旱，乐山大佛水全部露出我一个最近上班不怎么刷微博的人都知道到底哪里捂嘴 ?,None,0,0,0,127
3597,星星月月太阳,08月23日 20:42,//weibo.com/6092112143/M2p2xh0JE?refer_flag=1001030103_,#重庆山火##重庆#这火都烧到重庆铜梁永嘉了 2重庆·永嘉镇 ?,None,0,6,2,32
3598,大牛哥runner,08月23日 20:42,//weibo.com/1781395660/M2p2omROq?refer_flag=1001030103_,#重庆北碚山火小伙自发骑摩托支援#刷了一天重庆民众自愿支援灭火的视频，既感动，也焦虑。重庆人在历史高温下积极上山救援，焦虑的是，干旱了这么久，上山大火迅猛，难以扑灭。这几天重庆也也没用下雨的迹象。重庆还有疫情。重庆太难了#重庆中心城区开展核酸筛查# ?,gold,1,0,35,126
3599,校正三观,08月23日 20:42,//weibo.com/1933950975/M2p2j3SN4?refer_flag=1001030103_,8月22日，重庆摩托大军自发“出征”，支援扑救山火的消防战士！#正能量# 视频来源：@四川观察 L校正三观的微博视频 ?,ip,2,1,23,60
3600,是个幸运小杨,08月23日 20:42,//weibo.com/6222988911/M2p2icQjs?refer_flag=1001030103_,#重庆大足突发山火# 大雨快点来吧，不要再让更多山林再烧起来了，天气那么热，消防员还有大家都很辛苦，快点下雨?????? ?,None,0,0,0,62
3601,不想喝西北风的周,08月23日 20:42,//weibo.com/3929505226/M2p2b45gg?refer_flag=1001030103_,#重庆北碚山火小伙自发骑摩托支援#  注意安全(*′▽｀)?? ?,None,0,0,1,33
3602,医学知识总览,08月23日 20:41,//weibo.com/6063043193/M2p29Ai4v?refer_flag=1001030103_,#参与3次山火救援的大学生找到了# #救援山火的重庆娃儿有多飒#三次救火的“重庆娃儿”找到了，是大学生！ L医学知识总览的微博视频 ?,yellow,4,1,147,67
3603,熊猫女小侠,08月23日 20:41,//weibo.com/1830481771/M2p29zc18?refer_flag=1001030103_,#重庆山火# 还没有灭，市区很多地方都能闻到焦味，看到这个似乎确能增进加信心，重庆雄起啊！！！ L熊猫女小侠的微博视频 ?,None,0,0,0,61
3604,丶碧落灬,08月23日 20:41,//weibo.com/2096036670/M2p258l4j?refer_flag=1001030103_,#重庆北碚山火小伙自发骑摩托支援#希望大家都平安 ?,None,0,0,0,26
3605,金口河警方,08月23日 20:41,//weibo.com/5137212397/M2p241TnR?refer_flag=1001030103_,【我们有最好的人民！#重庆市民自发搬运物资扑救山火#】“没有人安排，大家都是自发的。重庆人很齐心，我们要保护好自己的家园！”8月21日，重庆市巴南区发生山火。当天凌晨，许多市民报名当志愿者，凌晨捐献物资并转运。中国人民万众一心的凝聚力，总是在最关键的时刻撑起一片天！L人民视频的微博视频 收起d,blue,0,0,0,147
3606,湾湾迷因,08月23日 20:41,//weibo.com/7411822184/M2p205PZD?refer_flag=1001030103_,【这才是真正的骑士！#重庆山火摩友背背篓送灭火物资#】8月22日，重庆。重庆巴南区突发山火。据罗先生介绍，上山的路很窄，坡度比较陡，其他车辆无法将救援物资运送上去，重庆的摩友们自发组织了摩托车运输队。志愿者们只要能骑摩托车、技术好的都能去，这些“重庆崽儿”们骑着摩托车背着大背篓，一趟又一趟往山上运送柴油、矿泉水、灭火器等物资。这就是骑士！#重庆娃儿骑摩托车硬核运送救火物资##重庆北碚山火小伙自发骑摩托支援#L白鹿视频的微博视频 收起d,ip,0,1,13,219
3607,XinYu雨0317,08月23日 20:41,//weibo.com/5235246334/M2p1UyknD?refer_flag=1001030103_,#重庆北碚山火小伙自发骑摩托支援#看到这些真的好感人 大家一定要注意安全 ?,yellow,0,0,0,38
3608,时卿绥,08月23日 20:41,//weibo.com/6966151958/M2p1SqVFY?refer_flag=1001030103_,#重庆山火##贵州赤水山火##他们是离山火最近的人# 保佑保佑，能不能把台风搞点雨过去有山火的地方，浇灭山火，降温，然后雨量适当就行啊啊啊啊川渝人民贵州人民，你们加油啊啊啊 ?,None,0,1,0,88
3609,河南林业职业学院,08月23日 20:41,//weibo.com/1971939351/M2p1SaqU4?refer_flag=1001030103_,【#重庆娃儿骑摩托车硬核运送救火物资#】8月22日，重庆因高温发生山火。由于当地地势陡峭，依靠人力很难将救援物资运上山，多名小伙骑摩托车赶来帮忙。参与物资运送的小伙子中，有不少是周边群众，也有专程赶来的专业车手。#救火物资难上山重庆娃儿骑着摩托来了#L新华社的微博视频 ???,blue,0,0,1,138
3610,啾琦啾琦,08月23日 20:41,//weibo.com/6029829769/M2p1LnFQ4?refer_flag=1001030103_,我们的城市只是暂时生病了，尽管高温、疫情、山火、干旱、限电一起找到重庆，但是我们并没有退缩。关关难过，关关过，挺一挺就会过去的，大家都在一起加油！重是重逢的重，庆是庆幸的庆，待病痛退去之后，很期待在这座充满热情的城市遇见你！#重庆# ?,None,0,1,1,118
3611,薏米莹,08月23日 20:40,//weibo.com/6862654154/M2p1Ktk2m?refer_flag=1001030103_,#重庆北碚山火小伙自发骑摩托支援#很不错的小伙子 ?,yellow,0,0,3,26
3612,中国日报,08月23日 20:40,//weibo.com/1663072851/M2p1JChLm?refer_flag=1001030103_,【我们有最好的人民！#重庆市民自发搬运物资扑救山火#】“没有人安排，大家都是自发的。重庆人很齐心，我们要保护好自己的家园！”8月21日，重庆市巴南区发生山火。当天凌晨，许多市民报名当志愿者，凌晨捐献物资并转运。中国人民万众一心的凝聚力，总是在最关键的时刻撑起一片天！@人民视频 L人民视频的微博视频 收起d,blue,45,36,427,153
3613,重庆广电全媒体,08月23日 20:40,//weibo.com/7480769346/M2p1A6LQz?refer_flag=1001030103_,致敬艰难时刻的逆行者——重庆山火志愿者自发支援救火人员 #重庆雄起##守护每一位逆行者# L重庆广电全媒体的微博视频 ?,blue,1,1,3,60
3614,今喜啊,08月23日 20:40,//weibo.com/5557029570/M2p1zv6Pi?refer_flag=1001030103_,#重庆北碚山火小伙自发骑摩托支援#在空间看到了初中同学去做志愿者 可能就是在身边的人很多都义无反顾冲到前面 好棒啊！真的很感动！大家都辛苦了 希望大火早日扑灭? ?,yellow,1,0,19,82
3615,共青团福建省委,08月23日 20:40,//weibo.com/2730549204/M2p1wCc52?refer_flag=1001030103_,救援山火的青年力量！由于地形较陡，寻常车辆无法上坡运送物资，重庆小伙骑摩托车多次运送物资！#重庆娃儿骑摩托车硬核运送救火物资##重庆北碚山火小伙自发骑摩托支援#(新华每日电讯) L共青团福建省委的微博视频 ?,blue,19,22,472,104
3616,这样恐怕不妥耶夫斯基,08月23日 20:40,//weibo.com/5179744279/M2p1ryBbT?refer_flag=1001030103_,我之前突然想到，今年这个温度这么高，作为变温动物，重庆的蛇估计都遭烫死了，都捱不到冬天冬眠。但回过神来想想，疫情管控，高温四十好几度，干旱山火，限制用电，重庆人不是更可怜，我居然还有闲心去关心暴毙的蛇......白素贞都要喊我一句观音。 ?,None,0,0,1,120
3617,坚强wang,08月23日 20:40,//weibo.com/3095943713/M2p1ojGM7?refer_flag=1001030103_,8月的重庆有疫情?山火?高温而我也没能撑住 ?,None,0,0,1,23
3618,驱动中国官方,08月23日 20:40,//weibo.com/2099539611/M2p1mfCjW?refer_flag=1001030103_,【#173名救援队员用馒头给队长庆生#：“一口气吹灭巴南山火”】8月22日，重庆，刚刚结束巴南山火扑救任务，173名队员围在一起，用红糖馒头为合川队的队长小羊庆生。蓝天救援队队员谈先生表示，当时条件有限没有蜡烛，大家就拿打火机当蜡烛，让他许愿时，还开玩笑说他是一口气吹灭了巴南山火。后来大家围在一起给唱生日快乐歌，他就有点害羞，眼睛也有点红。谈先生说，大家常年奔跑在一线，经常遇见这种情况，生日时都会彼此道贺庆祝。@沸点壹刻 L沸点壹刻的微博视频 收起d,blue,0,0,0,227
3619,滨州职业学院,08月23日 20:39,//weibo.com/5872832048/M2p1inXJm?refer_flag=1001030103_,#重庆山火#【#他们是离山火最近的人#】近日，由于持续高温干旱，重庆多地先后突发山林火灾。武警官兵立即奔赴现场救火，他们在滚滚热浪中坚守，保卫山林和百姓的安全。戳图↓致敬每一位逆火而行者！（人民日报记者常碧罗）O网页链接 ???滨州职业学院 ?,blue,0,0,1,123
3620,中国网直播,08月23日 20:39,//weibo.com/1884488621/M2p1ao9e0?refer_flag=1001030103_,8月22日，重庆。队员救完重庆山火，173名队友用馒头充当蛋糕为其庆生。@政视频 L中国网直播的微博视频 ?,blue,9,15,267,54
3621,临汾政法,08月23日 20:38,//weibo.com/6894754102/M2p0OAwIZ?refer_flag=1001030103_,【#重庆娃儿骑摩托车硬核运送救火物资#】8月22日，重庆因高温发生山火。由于当地地势陡峭，依靠人力很难将救援物资运上山，多名小伙骑摩托车赶来帮忙。参与物资运送的小伙子中，有不少是周边群众，也有专程赶来的专业车手。#救火物资难上山重庆娃儿骑着摩托来了#（来源：新华社）  @中国长安网 @山西政法 @新华社 L新华社的微博视频 收起d,blue,0,0,0,166
3622,耐心已消失,08月23日 20:38,//weibo.com/1923607957/M2p0OiTNL?refer_flag=1001030103_,看到重庆山火和干旱真的好难过，连洪崖洞的灯都灭了，生出一股子绝望来。 ?,None,0,1,0,36
3623,其实我是个奇葩,08月23日 20:38,//weibo.com/1954035047/M2p0K6lGf?refer_flag=1001030103_,#重庆北碚山火小伙自发骑摩托支援#小崽子们，虽然你们有些人弄出来那些摩托噪音让我黑烦你们，但是上山的重庆崽儿们，我为你们感到骄傲和自豪 ?,None,0,0,9,69
3624,焉沫然,08月23日 20:37,//weibo.com/5512382776/M2p0sCXae?refer_flag=1001030103_,#重庆山火# 快点给川渝来一场大雨吧！本来休假九天的宝宝被通知取消休假了 ?,None,0,0,4,38
3625,青年湖南,08月23日 20:37,//weibo.com/2178873290/M2p0k54DL?refer_flag=1001030103_,看他们逆行的身影，看他们躺在滚烫的地上休息，感动也心疼！你们辛苦了，致敬！#中国气象局调派人工增雨飞机抵达重庆##重庆北碚山火小伙自发骑摩托支援# L青年湖南的微博视频 ?,blue,15,6,302,86
3626,凤千禧开开心心,08月23日 20:37,//weibo.com/3738603853/M2p0f6Xsr?refer_flag=1001030103_,看重庆山火那么多勇敢的志愿者，真的好感动 ?,None,0,0,0,22
3627,大鱼是朵花儿,08月23日 20:36,//weibo.com/7066365816/M2p05mS64?refer_flag=1001030103_,重庆巴南区山火，救火奋战了一夜的人民子弟兵。 2南充 ?,None,0,0,0,28
3628,城市晚报官方微博,08月23日 20:36,//weibo.com/1735221154/M2p03jUja?refer_flag=1001030103_,【#重庆北碚山火小伙自发骑摩托支援#：运送消防员、锯子上山】8月23日，在重庆北碚缙云山山火扑救现场，几名20多岁小伙自发骑摩托车协助灭火救援工作。其中一名#小伙回应和同伴骑摩托协助灭火#称，听说灭火工作需要帮助就约好一起来帮忙，因为山里挖了防火隔离带，一般车辆通行不便，只能骑摩托车运送消防员、锯子、水袋上山。他还称，有不少摩友得知后，也陆续赶来加入。cr L新京报我们视频的微博视频 收起d,blue,0,0,0,197
3629,-MuRieLLL-,08月23日 20:36,//weibo.com/2866017474/M2p001GSx?refer_flag=1001030103_,#重庆北碚山火小伙自发骑摩托支援#   再绝望 也有壮士和希望 ?,None,0,0,1,33
3630,鲸落的大尾巴鱼,08月23日 20:36,//weibo.com/6435918962/M2oZXkTvj?refer_flag=1001030103_,#重庆热成全国第一# #重庆山火# #重庆疫情#   今年的重庆仿佛在渡劫，疫情，高温，火灾，真的太难了希望疫情赶快过去，老天爷，下场大雨吧！愿平安，愿一切安好??? ?,yellow,0,2,1,85
3631,numtanchn,08月23日 20:35,//weibo.com/2376217174/M2oZHrSyT?refer_flag=1001030103_,重庆山火怎么样了，也没见多少报道，今年夏天真的太难了 ?,ip,0,0,0,28
3632,可乐冰糖五加皮,08月23日 20:35,//weibo.com/7458971329/M2oZCqufR?refer_flag=1001030103_,#中国气象局调派人工增雨飞机抵达重庆#希望广东的台风顺便给四川带点雨，降点温，顺带把山火灭了。愿中国山河无恙，人民安泰? ?,None,0,0,1,62
3633,X从豫到渝X,08月23日 20:35,//weibo.com/2052909777/M2oZBsR1B?refer_flag=1001030103_,记录连续40度以上高温天气快一个月了，来重庆十几年，从没这么热过。嘉陵江某些区域都断流了，蒸发了这么多水却没怎么下雨，由此引发了干旱，连续山火。再加上最近新冠疫情又卷土重来……这个八月，重庆人太难了。汉堡大概率要延迟开学，公司一直筹备的摩博会今天看消息也要延迟。希望最近几天能降温，降雨，山火全灭，新冠消散。在重庆生活十几年，已深深爱上这座城和这里的人，惟愿国泰民安，天佑重庆??? 收起d,None,0,0,1,195
3634,KiyoKSL,08月23日 20:35,//weibo.com/2815359857/M2oZBckkL?refer_flag=1001030103_,干旱+山火+限电+高温+疫情，还给不给重庆人活路了早上六点就要起来做核酸我要死了 ?,ip,0,3,1,42
